length,height,whole_weight,sex_I,sex_M,age
0.305,0.25495097567963926,0.1075,1,0,1
0.31,0.2645751311064591,0.1055,1,0,1
0.315,0.282842712474619,0.1375,1,0,1
0.315,0.2645751311064591,0.1145,1,0,1
0.325,0.27386127875258304,0.139,1,0,1
0.33,0.3082207001484488,0.2085,1,0,1
0.33,0.3082207001484488,0.1595,1,0,1
0.335,0.3,0.2015,1,0,1
0.34,0.3,0.179,1,0,1
0.345,0.3082207001484488,0.1945,1,0,1
0.345,0.29154759474226505,0.2005,1,0,1
0.35,0.27386127875258304,0.215,1,0,1
0.35,0.3,0.1785,1,0,1
0.36,0.29154759474226505,0.196,1,0,1
0.365,0.29154759474226505,0.1875,1,0,1
0.365,0.29154759474226505,0.196,1,0,1
0.365,0.29154759474226505,0.213,1,0,1
0.37,0.3,0.2445,1,0,1
0.37,0.29154759474226505,0.217,1,0,1
0.375,0.3082207001484488,0.213,1,0,1
0.375,0.29154759474226505,0.2385,1,0,1
0.375,0.3,0.218,1,0,1
0.375,0.3082207001484488,0.2465,1,0,1
0.375,0.282842712474619,0.2025,1,0,1
0.375,0.29154759474226505,0.218,1,0,1
0.38,0.33166247903553997,0.256,1,0,1
0.38,0.282842712474619,0.2105,1,0,1
0.385,0.3,0.2615,1,0,1
0.385,0.29154759474226505,0.2175,1,0,1
0.385,0.3082207001484488,0.302,1,0,1
0.385,0.3,0.228,1,0,1
0.39,0.3082207001484488,0.3265,1,0,1
0.395,0.324037034920393,0.284,1,0,1
0.395,0.3082207001484488,0.2725,1,0,1
0.395,0.31622776601683794,0.2985,1,0,1
0.4,0.31622776601683794,0.2675,1,0,1
0.405,0.3,0.2645,1,0,1
0.41,0.33166247903553997,0.33,1,0,1
0.42,0.3,0.328,1,0,1
0.425,0.33166247903553997,0.3335,1,0,1
0.425,0.31622776601683794,0.3055,1,0,1
0.425,0.3,0.301,1,0,1
0.43,0.3082207001484488,0.378,1,0,1
0.435,0.33166247903553997,0.3685,1,0,1
0.44,0.34641016151377546,0.438,1,0,1
0.45,0.324037034920393,0.448,1,0,1
0.455,0.324037034920393,0.4005,1,0,1
0.455,0.3391164991562634,0.4305,0,0,1
0.455,0.31622776601683794,0.372,1,0,1
0.46,0.324037034920393,0.466,1,0,1
0.46,0.324037034920393,0.3705,1,0,1
0.46,0.3535533905932738,0.4785,0,0,1
0.465,0.33166247903553997,0.346,1,0,1
0.47,0.31622776601683794,0.411,1,0,1
0.47,0.4242640687119285,0.48,1,0,1
0.47,0.34641016151377546,0.393,1,0,1
0.475,0.31622776601683794,0.5035,1,0,1
0.475,0.34641016151377546,0.441,1,0,1
0.475,0.33166247903553997,0.492,1,0,1
0.48,0.3535533905932738,0.5435,1,0,1
0.48,0.3391164991562634,0.4725,1,0,1
0.48,0.31622776601683794,0.461,1,0,1
0.495,0.34641016151377546,0.4965,1,0,1
0.495,0.36055512754639896,0.5125,1,0,1
0.495,0.34641016151377546,0.553,0,1,1
0.5,0.3674234614174767,0.594,1,0,1
0.5,0.3674234614174767,0.6765,0,1,2
0.5,0.3807886552931954,0.5795,1,0,1
0.5,0.37416573867739417,0.6615,1,0,2
0.5,0.3535533905932738,0.5695,1,0,1
0.5,0.37416573867739417,0.6215,1,0,2
0.505,0.36055512754639896,0.6015,1,0,2
0.505,0.34641016151377546,0.594,1,0,1
0.505,0.324037034920393,0.551,1,0,1
0.515,0.34641016151377546,0.625,1,0,2
0.515,0.3674234614174767,0.711,1,0,2
0.515,0.3674234614174767,0.6965,1,0,2
0.52,0.36055512754639896,0.5825,1,0,1
0.52,0.3535533905932738,0.663,1,0,2
0.525,0.3535533905932738,0.6965,1,0,2
0.525,0.39370039370059057,0.842,0,1,2
0.53,0.36055512754639896,0.694,1,0,2
0.53,0.39370039370059057,0.81,1,0,2
0.53,0.33166247903553997,0.5745,1,0,1
0.53,0.36055512754639896,0.7675,1,0,2
0.535,0.3674234614174767,0.6025,1,0,2
0.535,0.3872983346207417,0.5765,1,0,1
0.535,0.36055512754639896,0.7145,0,0,2
0.535,0.3872983346207417,0.717,0,1,2
0.54,0.3807886552931954,0.8655,0,0,2
0.54,0.37416573867739417,0.7265,1,0,2
0.545,0.3674234614174767,0.7715,1,0,2
0.545,0.3872983346207417,0.8,0,0,2
0.545,0.3872983346207417,0.7285,1,0,2
0.545,0.3674234614174767,0.5945,1,0,1
0.55,0.3807886552931954,0.7895,1,0,2
0.55,0.3535533905932738,0.651,0,0,2
0.55,0.3872983346207417,0.8745,0,1,2
0.55,0.37416573867739417,0.7535,1,0,2
0.55,0.3674234614174767,0.7305,1,0,2
0.555,0.37416573867739417,0.8705,0,1,2
0.555,0.39370039370059057,0.7395,1,0,2
0.555,0.37416573867739417,0.7665,1,0,2
0.555,0.3807886552931954,0.7905,1,0,2
0.56,0.3674234614174767,0.8205,1,0,2
0.56,0.3807886552931954,0.688,1,0,2
0.56,0.39370039370059057,1.224,0,0,3
0.56,0.3807886552931954,0.974,1,0,2
0.565,0.4183300132670378,0.8735,1,0,2
0.565,0.3807886552931954,0.8495,0,0,2
0.565,0.3872983346207417,0.796,0,1,2
0.565,0.3535533905932738,0.744,0,1,2
0.57,0.3807886552931954,0.751,1,0,2
0.57,0.3674234614174767,0.794,1,0,2
0.57,0.3674234614174767,0.9795,0,0,2
0.57,0.41231056256176607,0.873,0,1,2
0.57,0.36055512754639896,0.7665,1,0,2
0.57,0.3535533905932738,0.8965,0,1,2
0.575,0.3674234614174767,0.857,0,0,2
0.575,0.406201920231798,1.078,0,0,3
0.575,0.39370039370059057,0.892,0,1,2
0.58,0.39370039370059057,1.4395,0,1,3
0.58,0.3674234614174767,0.7955,0,1,2
0.58,0.3872983346207417,0.858,0,0,2
0.585,0.39370039370059057,0.9145,0,1,2
0.585,0.4301162633521313,1.171,0,1,3
0.585,0.4,1.0505,1,0,3
0.585,0.406201920231798,1.1135,0,1,3
0.585,0.406201920231798,1.409,0,1,3
0.585,0.3872983346207417,1.065,0,1,3
0.585,0.4242640687119285,0.7995,0,1,2
0.59,0.3674234614174767,0.7715,1,0,2
0.59,0.4242640687119285,1.187,0,1,3
0.59,0.39370039370059057,0.8855,0,1,2
0.595,0.3872983346207417,0.98,0,0,2
0.595,0.39370039370059057,1.026,0,0,3
0.6,0.41231056256176607,1.1315,0,1,3
0.6,0.39370039370059057,1.014,0,1,3
0.6,0.3872983346207417,1.12,1,0,3
0.6,0.39370039370059057,1.04,0,0,3
0.6,0.3807886552931954,0.8895,0,0,2
0.6,0.39370039370059057,0.9595,0,1,2
0.605,0.3872983346207417,1.238,1,0,3
0.605,0.37416573867739417,0.9755,0,1,2
0.605,0.36055512754639896,0.9025,1,0,2
0.605,0.4183300132670378,1.076,0,0,3
0.605,0.4,1.0835,0,0,3
0.61,0.3872983346207417,0.871,0,1,2
0.61,0.406201920231798,1.244,0,1,3
0.61,0.41231056256176607,1.0265,0,1,3
0.61,0.3872983346207417,0.9605,1,0,2
0.61,0.41231056256176607,1.137,0,1,3
0.61,0.4,1.0,0,1,3
0.615,0.39370039370059057,1.004,0,0,3
0.615,0.406201920231798,1.128,0,1,3
0.615,0.41231056256176607,1.054,0,1,3
0.615,0.406201920231798,1.023,0,0,3
0.615,0.41231056256176607,1.129,0,1,3
0.615,0.4183300132670378,1.118,0,1,3
0.615,0.39370039370059057,1.115,0,0,3
0.62,0.4183300132670378,1.2815,0,1,3
0.62,0.4242640687119285,1.2555,0,1,3
0.62,0.3872983346207417,1.293,0,0,3
0.62,0.4,1.1295,0,0,3
0.625,0.41231056256176607,1.082,0,1,3
0.625,0.4183300132670378,1.15,0,0,3
0.625,0.4,1.264,0,0,3
0.625,0.39370039370059057,1.2035,0,0,3
0.63,0.41231056256176607,1.3205,0,0,3
0.63,0.4242640687119285,1.272,1,0,3
0.63,0.3807886552931954,1.062,0,1,3
0.63,0.3807886552931954,1.0605,1,0,3
0.63,0.4,1.093,0,1,3
0.635,0.4,1.101,0,1,3
0.635,0.406201920231798,1.4595,0,0,3
0.635,0.4183300132670378,1.211,0,0,3
0.635,0.41231056256176607,1.1935,0,1,3
0.635,0.39370039370059057,0.986,0,1,2
0.64,0.47958315233127197,1.521,0,1,3
0.64,0.4242640687119285,1.3135,0,1,3
0.645,0.4,1.1835,0,1,3
0.645,0.44158804331639234,1.401,0,1,3
0.645,0.4,1.5075,0,1,3
0.65,0.406201920231798,1.16,0,0,3
0.65,0.469041575982343,1.662,0,0,3
0.65,0.4183300132670378,1.5365,0,1,3
0.65,0.43588989435406733,1.542,0,1,3
0.65,0.41231056256176607,1.567,0,0,3
0.655,0.43588989435406733,1.3595,0,0,3
0.655,0.4527692569068708,1.6445,0,1,3
0.655,0.43588989435406733,1.4545,0,0,3
0.655,0.4183300132670378,1.3585,0,1,3
0.66,0.458257569495584,1.548,0,0,3
0.66,0.41231056256176607,1.337,0,0,3
0.665,0.4242640687119285,1.491,0,0,3
0.67,0.4743416490252569,1.5615,0,0,3
0.67,0.4183300132670378,1.0145,0,0,3
0.675,0.4301162633521313,1.7375,0,1,3
0.685,0.4527692569068708,1.7925,0,1,3
0.695,0.43588989435406733,1.7635,0,0,3
0.7,0.36055512754639896,1.556,0,0,3
0.705,0.7176350047203662,2.21,0,1,3
0.705,0.4636809247747852,2.141,0,1,3
0.705,0.4242640687119285,1.5345,0,0,3
0.71,0.41231056256176607,1.614,0,0,3
0.72,0.41231056256176607,1.9335,0,0,3
0.72,0.4636809247747852,2.173,0,1,3
0.725,0.4472135954999579,1.737,0,0,3
0.73,0.43588989435406733,1.7375,0,0,3
0.735,0.4527692569068708,2.1275,0,0,3
0.745,0.4636809247747852,2.25,0,0,3
0.75,0.4847679857416329,2.5085,0,0,3
0.815,0.5,2.255,0,0,3
0.14,0.18708286933869708,0.014,1,0,1
0.23,0.2449489742783178,0.0515,1,0,1
0.365,0.3674234614174767,0.2215,1,0,1
0.365,0.282842712474619,0.1985,1,0,1
0.37,0.3082207001484488,0.232,1,0,1
0.375,0.29154759474226505,0.3155,1,0,1
0.385,0.3,0.247,1,0,1
0.395,0.3,0.3025,1,0,1
0.4,0.33166247903553997,0.329,1,0,1
0.4,0.3,0.2815,1,0,1
0.405,0.3082207001484488,0.3425,1,0,1
0.405,0.3,0.2825,1,0,1
0.405,0.324037034920393,0.304,1,0,1
0.41,0.3082207001484488,0.2905,1,0,1
0.415,0.3391164991562634,0.3895,0,1,1
0.425,0.324037034920393,0.389,1,0,1
0.43,0.324037034920393,0.4405,1,0,1
0.44,0.324037034920393,0.369,1,0,1
0.44,0.34641016151377546,0.4565,0,1,1
0.44,0.33166247903553997,0.4465,1,0,1
0.45,0.3535533905932738,0.4475,0,1,1
0.455,0.3674234614174767,0.501,1,0,1
0.46,0.33166247903553997,0.436,1,0,1
0.47,0.37416573867739417,0.4615,1,0,1
0.47,0.3535533905932738,0.4315,1,0,1
0.47,0.34641016151377546,0.3685,1,0,1
0.475,0.3535533905932738,0.649,0,1,2
0.475,0.3391164991562634,0.459,1,0,1
0.475,0.3391164991562634,0.566,0,0,1
0.48,0.3535533905932738,0.542,1,0,1
0.485,0.34641016151377546,0.4725,1,0,1
0.485,0.29154759474226505,0.6435,0,1,2
0.485,0.36055512754639896,0.526,0,1,1
0.495,0.34641016151377546,0.573,0,0,1
0.505,0.324037034920393,0.5525,0,1,1
0.505,0.3674234614174767,0.6855,0,0,2
0.515,0.3535533905932738,0.556,1,0,1
0.515,0.3807886552931954,0.9365,0,1,2
0.515,0.3535533905932738,0.5625,1,0,1
0.52,0.3535533905932738,0.559,0,1,1
0.525,0.37416573867739417,0.7205,0,1,2
0.53,0.36055512754639896,0.7045,1,0,2
0.53,0.3535533905932738,0.7575,0,1,2
0.545,0.37416573867739417,0.7405,0,0,2
0.55,0.37416573867739417,0.84,0,0,2
0.55,0.4,0.793,0,1,2
0.56,0.3872983346207417,0.8745,0,0,2
0.56,0.3872983346207417,0.8715,0,0,2
0.57,0.3872983346207417,0.9875,0,1,2
0.575,0.3872983346207417,1.08,0,1,3
0.575,0.406201920231798,0.9155,0,1,2
0.58,0.4183300132670378,1.165,0,0,3
0.58,0.37416573867739417,0.953,0,0,2
0.585,0.3872983346207417,0.906,0,1,2
0.59,0.3872983346207417,0.8725,0,1,2
0.59,0.3872983346207417,1.151,0,0,3
0.59,0.3807886552931954,0.9905,0,0,2
0.595,0.4,1.04,0,0,3
0.6,0.39370039370059057,0.945,0,1,2
0.6,0.4472135954999579,1.259,0,1,3
0.605,0.406201920231798,0.9515,0,0,2
0.605,0.4,1.201,0,0,3
0.605,0.41231056256176607,1.289,0,0,3
0.61,0.41231056256176607,1.1005,0,0,3
0.615,0.36055512754639896,0.8425,1,0,2
0.62,0.39370039370059057,1.049,0,1,3
0.62,0.39370039370059057,1.012,0,0,3
0.62,0.406201920231798,1.0725,0,1,3
0.625,0.4183300132670378,1.4105,0,1,3
0.625,0.4242640687119285,1.136,0,1,3
0.63,0.3807886552931954,1.1005,0,1,3
0.63,0.4183300132670378,1.1105,0,0,3
0.63,0.3872983346207417,1.1315,0,1,3
0.63,0.3872983346207417,1.271,0,1,3
0.63,0.4743416490252569,1.336,0,0,3
0.635,0.3807886552931954,1.1345,0,0,3
0.635,0.4301162633521313,1.308,0,1,3
0.64,0.4527692569068708,1.5335,0,0,3
0.645,0.4183300132670378,1.546,0,0,3
0.645,0.39370039370059057,1.539,0,1,3
0.645,0.406201920231798,1.318,0,0,3
0.65,0.4183300132670378,1.5245,0,0,3
0.65,0.4183300132670378,1.466,0,1,3
0.65,0.4,1.3825,0,0,3
0.65,0.37416573867739417,1.175,0,1,3
0.655,0.4636809247747852,1.5555,0,0,3
0.655,0.4636809247747852,1.7835,0,1,3
0.66,0.406201920231798,1.374,0,1,3
0.665,0.4242640687119285,1.389,0,0,3
0.67,0.4472135954999579,1.7025,0,1,3
0.67,0.4183300132670378,1.5265,0,1,3
0.67,0.43588989435406733,1.519,0,1,3
0.68,0.4301162633521313,1.741,0,0,3
0.68,0.41231056256176607,1.6115,0,1,3
0.69,0.4472135954999579,1.7825,0,1,3
0.7,0.41231056256176607,1.684,0,0,3
0.7,0.4472135954999579,1.858,0,1,3
0.705,0.406201920231798,1.675,0,1,3
0.72,0.4472135954999579,2.1055,0,1,3
0.725,0.4898979485566356,2.21,0,1,3
0.74,0.4242640687119285,1.8725,0,1,3
0.75,0.4242640687119285,1.893,0,1,3
0.21,0.21213203435596426,0.0475,1,0,1
0.285,0.2345207879911715,0.101,1,0,1
0.295,0.2645751311064591,0.121,1,0,1
0.3,0.29154759474226505,0.117,1,0,1
0.305,0.3,0.1465,1,0,1
0.335,0.282842712474619,0.168,1,0,1
0.35,0.27386127875258304,0.18,1,0,1
0.355,0.27386127875258304,0.1775,1,0,1
0.355,0.3,0.1985,1,0,1
0.36,0.3082207001484488,0.2,1,0,1
0.36,0.27386127875258304,0.2205,1,0,1
0.36,0.27386127875258304,0.1845,1,0,1
0.365,0.29154759474226505,0.2225,1,0,1
0.37,0.3082207001484488,0.2175,1,0,1
0.375,0.282842712474619,0.2165,1,0,1
0.38,0.3082207001484488,0.243,1,0,1
0.38,0.31622776601683794,0.237,1,0,1
0.385,0.3,0.2365,1,0,1
0.385,0.3082207001484488,0.257,1,0,1
0.385,0.3,0.308,1,0,1
0.39,0.3,0.252,1,0,1
0.39,0.31622776601683794,0.281,1,0,1
0.39,0.31622776601683794,0.2225,1,0,1
0.41,0.3,0.304,1,0,1
0.41,0.3,0.28,1,0,1
0.415,0.31622776601683794,0.313,1,0,1
0.425,0.33166247903553997,0.317,1,0,1
0.425,0.282842712474619,0.303,1,0,1
0.435,0.31622776601683794,0.3295,1,0,1
0.435,0.33166247903553997,0.367,1,0,1
0.45,0.3082207001484488,0.3245,1,0,1
0.45,0.33166247903553997,0.4195,1,0,1
0.455,0.3391164991562634,0.457,1,0,1
0.46,0.33166247903553997,0.4,1,0,1
0.46,0.33166247903553997,0.4255,1,0,1
0.465,0.34641016151377546,0.4365,1,0,1
0.465,0.33166247903553997,0.393,1,0,1
0.47,0.3535533905932738,0.499,1,0,1
0.475,0.3807886552931954,0.6325,1,0,2
0.475,0.31622776601683794,0.4285,0,1,1
0.475,0.3535533905932738,0.4905,1,0,1
0.48,0.3535533905932738,0.474,1,0,1
0.48,0.34641016151377546,0.536,1,0,1
0.48,0.4,0.464,0,1,1
0.485,0.36055512754639896,0.6025,1,0,2
0.49,0.3391164991562634,0.4615,1,0,1
0.49,0.3674234614174767,0.624,1,0,2
0.495,0.3535533905932738,0.4715,1,0,1
0.495,0.324037034920393,0.602,1,0,2
0.5,0.34641016151377546,0.616,1,0,2
0.5,0.34641016151377546,0.5955,1,0,1
0.5,0.37416573867739417,0.559,1,0,1
0.51,0.36055512754639896,0.6025,1,0,2
0.515,0.33166247903553997,0.6065,0,0,2
0.515,0.3535533905932738,0.4725,1,0,1
0.515,0.324037034920393,0.4745,1,0,1
0.515,0.3535533905932738,0.6635,1,0,2
0.515,0.3535533905932738,0.5705,1,0,1
0.52,0.3807886552931954,0.646,1,0,2
0.52,0.36055512754639896,0.5545,1,0,1
0.525,0.3807886552931954,0.845,0,1,2
0.525,0.34641016151377546,0.664,1,0,2
0.525,0.3674234614174767,0.615,1,0,2
0.525,0.37416573867739417,0.654,1,0,2
0.525,0.39370039370059057,0.707,0,1,2
0.53,0.34641016151377546,0.5965,1,0,1
0.53,0.3674234614174767,0.6255,1,0,2
0.53,0.3807886552931954,0.555,1,0,1
0.53,0.36055512754639896,0.8365,1,0,2
0.535,0.36055512754639896,0.657,1,0,2
0.54,0.41231056256176607,0.836,1,0,2
0.54,0.37416573867739417,0.742,1,0,2
0.54,0.37416573867739417,0.8195,1,0,2
0.54,0.37416573867739417,0.972,0,1,2
0.54,0.37416573867739417,0.6275,1,0,2
0.54,0.36055512754639896,0.7205,1,0,2
0.54,0.3674234614174767,0.686,1,0,2
0.545,0.36055512754639896,0.686,1,0,2
0.545,0.34641016151377546,0.543,1,0,1
0.545,0.3535533905932738,0.717,1,0,2
0.55,0.37416573867739417,0.7625,0,1,2
0.55,0.3872983346207417,0.639,1,0,2
0.55,0.3674234614174767,0.816,1,0,2
0.55,0.3807886552931954,0.7815,1,0,2
0.55,0.3872983346207417,0.7665,1,0,2
0.555,0.36055512754639896,0.5585,1,0,1
0.555,0.37416573867739417,0.765,1,0,2
0.555,0.3807886552931954,0.9005,1,0,2
0.56,0.3872983346207417,0.8225,1,0,2
0.56,0.36055512754639896,0.7235,1,0,2
0.56,0.3674234614174767,0.849,0,1,2
0.565,0.39370039370059057,0.743,1,0,2
0.565,0.3872983346207417,0.863,0,0,2
0.565,0.3535533905932738,0.802,0,1,2
0.565,0.3872983346207417,0.831,0,1,2
0.57,0.3674234614174767,0.7805,0,0,2
0.57,0.37416573867739417,0.795,0,1,2
0.57,0.41231056256176607,0.848,1,0,2
0.57,0.3807886552931954,0.833,1,0,2
0.57,0.39370039370059057,0.867,1,0,2
0.57,0.3807886552931954,0.7405,1,0,2
0.575,0.406201920231798,0.867,0,1,2
0.575,0.3674234614174767,0.7965,1,0,2
0.575,0.39370039370059057,1.116,0,0,3
0.575,0.3535533905932738,0.78,1,0,2
0.575,0.4301162633521313,0.985,0,1,2
0.575,0.44158804331639234,0.9965,0,0,2
0.575,0.41231056256176607,0.8015,1,0,2
0.575,0.3674234614174767,0.807,1,0,2
0.575,0.3872983346207417,1.0305,0,0,3
0.575,0.4,0.839,0,1,2
0.575,0.4,0.9615,0,1,2
0.58,0.3872983346207417,0.834,0,0,2
0.58,0.39370039370059057,1.0335,0,1,3
0.58,0.36055512754639896,0.798,0,1,2
0.58,0.3535533905932738,0.7095,1,0,2
0.585,0.37416573867739417,0.913,0,0,2
0.59,0.406201920231798,1.207,0,1,3
0.59,0.3807886552931954,1.022,1,0,3
0.59,0.3807886552931954,0.9015,1,0,2
0.595,0.3872983346207417,0.9,0,0,2
0.595,0.37416573867739417,0.838,0,1,2
0.595,0.3807886552931954,0.959,0,1,2
0.595,0.3872983346207417,0.8335,1,0,2
0.6,0.39370039370059057,0.9735,0,0,2
0.6,0.3872983346207417,1.13,0,0,3
0.6,0.406201920231798,0.9165,0,1,2
0.6,0.41231056256176607,0.9175,1,0,2
0.6,0.4242640687119285,1.0645,0,0,3
0.6,0.406201920231798,1.059,0,1,3
0.6,0.4,1.194,0,1,3
0.605,0.3807886552931954,0.9775,0,0,2
0.605,0.3807886552931954,0.884,0,1,2
0.605,0.3807886552931954,0.8025,1,0,2
0.605,0.37416573867739417,0.991,0,0,2
0.605,0.39370039370059057,0.974,0,0,2
0.605,0.4242640687119285,1.434,0,0,3
0.61,0.39370039370059057,0.983,0,1,2
0.61,0.4,1.0725,0,0,3
0.61,0.3872983346207417,1.2405,0,0,3
0.61,0.4,1.022,0,1,3
0.61,0.4,1.1155,0,0,3
0.61,0.3535533905932738,0.9225,1,0,2
0.61,0.41231056256176607,1.1185,0,1,3
0.61,0.4242640687119285,1.2795,0,0,3
0.615,0.4,1.0175,0,1,3
0.615,0.4183300132670378,1.224,0,1,3
0.62,0.4242640687119285,1.154,1,0,3
0.62,0.39370039370059057,1.3255,0,0,3
0.62,0.4183300132670378,1.221,0,1,3
0.62,0.406201920231798,1.139,0,0,3
0.62,0.4,1.066,1,0,3
0.62,0.4242640687119285,1.2215,0,0,3
0.62,0.37416573867739417,0.8565,1,0,2
0.62,0.3674234614174767,0.924,1,0,2
0.62,0.3872983346207417,1.266,0,1,3
0.62,0.4183300132670378,1.0405,0,0,3
0.625,0.406201920231798,1.1165,0,1,3
0.625,0.4,1.0845,0,1,3
0.625,0.41231056256176607,1.0985,0,1,3
0.625,0.39370039370059057,1.1955,1,0,3
0.625,0.4183300132670378,1.362,0,0,3
0.625,0.3872983346207417,1.044,1,0,3
0.63,0.41231056256176607,1.0915,0,1,3
0.63,0.4242640687119285,1.1965,0,0,3
0.63,0.41231056256176607,1.1745,0,1,3
0.63,0.406201920231798,1.233,0,1,3
0.63,0.4183300132670378,1.2695,0,1,3
0.635,0.406201920231798,1.489,1,0,3
0.635,0.41231056256176607,1.4345,0,1,3
0.635,0.4183300132670378,1.2435,0,0,3
0.635,0.41231056256176607,1.2615,0,0,3
0.64,0.406201920231798,1.2235,0,0,3
0.64,0.4242640687119285,1.247,0,1,3
0.64,0.4301162633521313,1.707,0,1,3
0.645,0.3872983346207417,1.1605,0,1,3
0.645,0.4183300132670378,1.286,0,1,3
0.645,0.43588989435406733,1.5595,0,1,3
0.645,0.43588989435406733,1.4745,0,1,3
0.645,0.44158804331639234,1.226,0,1,3
0.645,0.4,1.33,0,1,3
0.645,0.4,1.2415,0,0,3
0.645,0.4183300132670378,1.3375,0,1,3
0.645,0.43588989435406733,1.363,0,0,3
0.645,0.3872983346207417,1.2215,0,1,3
0.645,0.43588989435406733,1.371,0,0,3
0.65,0.39370039370059057,1.337,0,0,3
0.65,0.43588989435406733,1.274,0,1,3
0.65,0.4301162633521313,1.488,0,1,3
0.65,0.4,1.3835,0,1,3
0.655,0.4242640687119285,1.274,0,1,3
0.655,0.3872983346207417,1.043,0,0,3
0.655,0.43588989435406733,1.3485,0,0,3
0.655,0.44158804331639234,1.4405,0,0,3
0.66,0.406201920231798,1.3195,0,1,3
0.66,0.4183300132670378,1.5175,0,0,3
0.66,0.44158804331639234,1.5505,0,1,3
0.66,0.406201920231798,1.6375,0,1,3
0.665,0.4183300132670378,1.443,0,1,3
0.665,0.4,1.289,0,1,3
0.665,0.4,1.2915,0,0,3
0.665,0.4183300132670378,1.3725,0,1,3
0.665,0.4183300132670378,1.2975,0,1,3
0.67,0.4,1.2585,0,1,3
0.67,0.406201920231798,1.39,0,1,3
0.67,0.43588989435406733,1.32,0,0,3
0.67,0.39370039370059057,1.566,0,0,3
0.67,0.44158804331639234,1.619,0,0,3
0.675,0.4,1.2835,0,1,3
0.675,0.44158804331639234,1.382,0,0,3
0.68,0.44158804331639234,1.4535,0,1,3
0.68,0.4472135954999579,1.6075,0,0,3
0.685,0.3872983346207417,1.3735,0,1,3
0.685,0.4183300132670378,1.638,0,0,3
0.69,0.4472135954999579,1.569,0,0,3
0.7,0.4183300132670378,1.8565,0,1,3
0.7,0.4183300132670378,1.773,0,0,3
0.705,0.41231056256176607,1.58,0,0,3
0.71,0.4636809247747852,2.009,0,1,3
0.71,0.44158804331639234,1.9805,0,0,3
0.71,0.4527692569068708,1.5805,0,0,3
0.71,0.469041575982343,2.015,0,1,3
0.72,0.4472135954999579,1.8275,0,1,3
0.72,0.4527692569068708,2.125,0,1,3
0.72,0.4242640687119285,1.445,0,0,3
0.725,0.458257569495584,2.1425,0,0,3
0.73,0.43588989435406733,1.9425,0,0,3
0.735,0.4636809247747852,1.747,0,1,3
0.74,0.4527692569068708,2.119,0,0,3
0.75,0.4636809247747852,1.938,0,0,3
0.75,0.4527692569068708,2.2205,0,1,3
0.77,0.44158804331639234,2.5155,0,1,3
0.775,0.5,2.7795,0,1,3
0.275,0.3,0.2315,1,0,1
0.375,0.31622776601683794,0.394,1,0,1
0.375,0.3674234614174767,0.597,0,0,1
0.39,0.3535533905932738,0.564,0,1,1
0.435,0.34641016151377546,0.5965,1,0,1
0.445,0.34641016151377546,0.414,0,1,1
0.455,0.324037034920393,0.422,1,0,1
0.455,0.3674234614174767,0.82,1,0,2
0.455,0.33166247903553997,0.434,1,0,1
0.465,0.37416573867739417,0.7615,1,0,2
0.465,0.3391164991562634,0.5795,0,1,1
0.485,0.324037034920393,0.5205,1,0,1
0.485,0.39370039370059057,0.968,0,1,2
0.485,0.4,0.869,1,0,2
0.49,0.4,0.8795,0,0,2
0.5,0.3872983346207417,1.0615,0,1,3
0.515,0.39370039370059057,0.9225,0,1,2
0.515,0.3674234614174767,1.007,0,1,3
0.525,0.41231056256176607,0.9605,0,1,2
0.525,0.3535533905932738,0.65,0,1,2
0.53,0.37416573867739417,0.7545,0,1,2
0.535,0.3674234614174767,0.771,0,0,2
0.535,0.4242640687119285,1.0835,1,0,3
0.545,0.406201920231798,0.8935,1,0,2
0.545,0.4472135954999579,1.358,0,0,3
0.545,0.3872983346207417,1.1185,0,0,3
0.55,0.406201920231798,1.205,0,0,3
0.55,0.4,1.3405,0,1,3
0.57,0.4183300132670378,1.02,0,1,3
0.575,0.4301162633521313,1.025,0,1,3
0.575,0.36055512754639896,0.8145,1,0,2
0.58,0.41231056256176607,1.48,0,0,3
0.585,0.3807886552931954,0.953,0,1,2
0.585,0.3872983346207417,0.8915,1,0,2
0.6,0.4183300132670378,1.3005,0,1,3
0.6,0.406201920231798,1.038,0,1,3
0.605,0.4183300132670378,1.2525,0,1,3
0.605,0.3872983346207417,1.15,0,1,3
0.61,0.3872983346207417,1.1135,0,0,3
0.615,0.3807886552931954,1.1155,0,0,3
0.62,0.3807886552931954,1.0865,0,1,3
0.625,0.4183300132670378,1.254,0,1,3
0.625,0.4301162633521313,1.169,0,1,3
0.635,0.44158804331639234,1.172,0,1,3
0.635,0.3872983346207417,1.1845,0,0,3
0.64,0.37416573867739417,1.0725,0,0,3
0.645,0.4,1.3815,0,1,3
0.65,0.43588989435406733,1.6125,0,1,3
0.65,0.4,1.7395,0,1,3
0.655,0.4472135954999579,1.5475,0,0,3
0.655,0.43588989435406733,1.4245,0,1,3
0.665,0.4301162633521313,1.3405,0,0,3
0.675,0.4183300132670378,1.4465,0,0,3
0.685,0.4183300132670378,1.5845,0,0,3
0.695,0.4301162633521313,1.679,0,0,3
0.695,0.43588989435406733,1.726,0,1,3
0.705,0.4242640687119285,1.5395,0,0,3
0.72,0.44158804331639234,2.073,0,0,3
0.72,0.4242640687119285,1.5865,0,1,3
0.73,0.458257569495584,2.069,0,1,3
0.185,0.2,0.027,1,0,1
